id,organization_name,organization_description,organization_type,collectivity_type,staff,population,consolidation_method,reporting_year,total_scope_1,total_scope_2,total_scope_3,reference_year,action_plan,reductions_scope_1_2,reductions_scope_1,reductions_scope_2,reductions_scope_3,is_draft,source_url
153,MONOPRIX SAS,"Issu de la grande tradition des magasins populaires née dans les années 1930, Monoprix est au cœur de la ville depuis plus de 80 ans avec le même leitmotiv : rendre le beau et le bon accessibles à tous. 
Engagé dans une démarche de développement durable depuis plus de 25 ans, Monoprix veille à mettre tout en œuvre pour réduire l’impact de ses activités sur l’environnement (conception et équipements des magasins, choix de transport plus respectueux de l'environnement ou gestion des déchets).",Entreprise,,20000,,Opérationnel,2014,119452.0,11783.0,37900.0,2011.0,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/153/back/bilans
154,PDM Industries,Production papiers minces spéciaux,Entreprise,,600,,Opérationnel,2014,6776.0,31198.0,0.0,2011.0,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/154/back/bilans
156,ENGIE ENERGIE SERVICES SA,"ENGIE ENERGIE SERVICES est une des cinq branches d’activité du Groupe ENGIE, l’un des premiers énergéticiens au niveau international.
ENGIE ENERGIE SERVICES conçoit et met en œuvre des solutions d’efficacité énergétique et environnementale au travers de prestations multi techniques.",Entreprise,,11182,,Opérationnel,2014,4149496.0,11053.0,0.0,2011.0,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/156/back/bilans
158,ACOME,"La société ACOME fabricant de câbles, de fibre optique et de tubes de synthèse",Entreprise,,1100,,Opérationnel,2014,3285.0,2458.0,0.0,2011.0,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/158/back/bilans
160,COFEL,"COFEL avec ses marques Bultex, Epeda et Mérinos, est spécialisé dans la fabrication et la commercialisation d'articles de literie.",Entreprise,,850,,Opérationnel,2015,1689.0,214.0,0.0,2011.0,Non,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/160/back/bilans
161,Bouygues Batiment Nord-Est,Entreprise Générale de BTP,Entreprise,,1074,,Opérationnel,2015,2646.61,982.75,86384.64,2012.0,Oui,,265.0,98.0,6384.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/161/back/bilans
162,SYSTEME U OUEST,Coopérative / Centrale d'achat d'approvisionnement de produits alimentaires et non alimentaires,Entreprise,,2516,,Opérationnel,2015,3328.0,2067.0,0.0,2011.0,Oui,101.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/162/back/bilans
163,BOUYGUES CONSTRUCTION MATERIEL,Location et maintenance de matériels,Entreprise,,508,,Opérationnel,2014,1569.0,514.0,35060.0,2011.0,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/163/back/bilans
164,BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE,Banque et Assurance,Entreprise,,2457,,Opérationnel,2014,1374.0,821.0,22785.0,2011.0,Oui,,,198.0,341.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/164/back/bilans
165,CAISSE REGIONALE CREDIT AGRICOLE TOULOUSE 31,BANQUE ASSURANCES ET IMMOBILIER,Entreprise,,1213,,Opérationnel,2014,1438.686,437.0,5978.0,2011.0,Oui,,37.5,29.0,80.7,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/165/back/bilans
166,STIME,"La société STIME constitue la Direction Opérationnelle des Systèmes d’Information du Groupement des Mousquetaires. Elle a pour mission de définir et de piloter la stratégie d’organisation des réseaux d'information de l'ensemble des structures communes du groupement.
Les missions de la STIME sont en particulier :
- Informatiser les activités du Groupement
- Produire et assurer la sécurité et la pérennité des applications
- Assister lors des ouvertures de bases logistiques et Points de Vente",Entreprise,,777,,Opérationnel,2013,,,,,Oui,136.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/166/back/bilans
167,COFIROUTE,"Cofiroute exploite un réseau de 1 111 km d’autoroutes couvrant le centre-ouest de la France (A10, A11, A19, A28, A71, A81, A85, Duplex A86). Elle exploite également depuis juin 2009 l’A19 entre Artenay et Courtenay (101 km).",Entreprise,,1541,,Opérationnel,2015,6720.0,2166.0,3045564.0,2012.0,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/167/back/bilans
168,Bouygues Bâtiment Centre Sud-Ouest,"Entreprise générale de Bâtiment, conception et construction de logements, d’ouvrages fonctionnels et de bâtiments industriels, en neuf ou en réhabilitation.",Entreprise,,640,,Opérationnel,2014,2183.66,1052.05,0.0,2011.0,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/168/back/bilans
171,ENGIE S. A.,"Le Groupe propose des solutions performantes et innovantes aux particuliers, aux villes et aux entreprises en s’appuyant sur un portefeuille d’approvisionnement gazier diversifié, un parc de production électrique flexible et peu émetteur de CO₂ et une expertise unique dans quatre secteurs clés : le gaz naturel liquéfié, les services à l’efficacité énergétique, la production indépendante d’électricité et les services à l’environnement.

ENGIE compte 152 900 collaborateurs dans le monde en 2014.",Entreprise,,152900,,Opérationnel,2014,10234177.0,835651.0,0.0,2012.0,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/171/back/bilans
173,Système U Centrale Nationale,Distribution à dominante alimentaire,Entreprise,,783,,Opérationnel,2014,,,,,Oui,,3.0,2.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/173/back/bilans
174,GEFCO FRANCE SAS,Transport-Logistique de véhicules et marchandises,Entreprise,,4234,,Opérationnel,2014,29362.0,1504.0,0.0,,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/174/back/bilans
175,Renault SAS,Construction de véhicules automobiles,Entreprise,,29107,,Opérationnel,2014,167510.0,30486.0,0.0,2011.0,Oui,18000.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/175/back/bilans
176,Maubeuge Construction Automobile (MCA),Construction automobile de véhicules utilitaires et particuliers (Kangoo II),Entreprise,,2107,,Opérationnel,2014,22388.0,2199.0,0.0,2011.0,Oui,2400.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/176/back/bilans
178,ITM LEMI,"L’entité ITM LEMI assure l’approvisionnement en marchandises pour l’enseigne Bricomarché grâce à ses 3 entrepôts logistiques et à son ENT (Etablissement National de Transport) qui se charge d’assurer le transport des marchandises. ITM LEMI employait 678 personnes à fin 2014.
En 2014, ce sont 866 376 m3 de marchandises qui ont été transportés et livrés, pour 29 392 478 conditionnements préparés sur entrepôts.",Entreprise,,678,,Opérationnel,2014,,,,,Oui,152.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/178/back/bilans
179,Société des Véhicules Automobiles de Batilly,construction automobile de véhicules utilitaires (Master),Entreprise,,2180,,Opérationnel,2014,27843.0,2256.0,0.0,2011.0,Oui,2700.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/179/back/bilans
180,Société de Transmissions Automatiques (STA),fabrication de pièces mécaniques,Entreprise,,531,,Opérationnel,2014,2639.0,1146.0,0.0,2011.0,Oui,370.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/180/back/bilans
181,SERARE SAS,Restauration commerciale a table,Entreprise,,3055,,Opérationnel,2014,5660.0,1626.0,120787.0,,Oui,,100.0,1600.0,74.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/181/back/bilans
182,Renault Retail Group France,"Distribution automobile (vente, après-vente, location de véhicule automobile)",Entreprise,,7531,,Opérationnel,2014,13426.0,1436.0,0.0,2011.0,Oui,1400.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/182/back/bilans
183,Centre Hospitalier de Jury,établissement public de santé spécialisé en psychiatrie,Etablissement public,,799,,Opérationnel,2014,1985.17,69.53999999999999,395.55,2011.0,Non,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/183/back/bilans
187,SOCIETE MEDITERRANEENNE DE NETTOIEMENT,"3ème opérateur français dans la gestion de déchets : 
- Collecte des déchets ménagers et assimilés
- Tri de la collecte sélective et des déchets d'activités économiques 
- Nettoiement urbain.",Entreprise,,1204,,Opérationnel,2014,13349.0,261.0,0.0,,Oui,1350.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/187/back/bilans
188,LFB BIOMEDICAMENTS,laboratoire pharmaceutique,Entreprise,,1634,,Financier,2014,10725.0,5785.0,0.0,2011.0,Oui,3125.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/188/back/bilans
190,SCIC NICE MATIN,Presse Quotidienne Régionale,Entreprise,,800,,Opérationnel,2015,478.0,453.0,18475.0,2011.0,Oui,,20.0,45.0,9237.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/190/back/bilans
191,AXA France,"Nos expertises s’expriment à travers une offre de produits et de services adaptés à chaque client dans trois grands domaines d’activités : l’assurance dommages, l’assurance vie et la gestion d’actifs.",Entreprise,,14512,,Opérationnel,2014,10645.0,3905.0,10983.0,2011.0,Oui,,774.0,586.0,74.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/191/back/bilans
192,Banque Populaire Atlantique,Banque et Assurance,Entreprise,,1484,,Opérationnel,2014,462.4,492.0,14215.300000000001,2013.0,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/192/back/bilans
193,KEOLIS LYON,"Transport Public de Voyageurs 
Keolis Lyon exploite le réseau TCL pour le compte du SYTRAL (Syndicat Mixte des Transports pour le Rhône et l'agglomération Lyonaise).",Entreprise,,4478,,Opérationnel,2016,52074.0,6068.0,66065.0,2012.0,Oui,,1100.0,0.0,100.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/193/back/bilans
194,CREDIT FONCIER DE FRANCE,"Première société spécialisée dans les financements et les services immobiliers en France, filiale du Groupe BPCE.",Entreprise,,2787,,Opérationnel,2014,1767.0,1253.0,16298.0,,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/194/back/bilans
195,CHEQUE DEJEUNER,"Commercialisation, émission et livraison de titres de paiement à destination des entreprises, des collectivités et des institutions",Entreprise,,474,,Opérationnel,2014,656.0,209.0,3484.0,2011.0,Oui,920.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/195/back/bilans
196,BUREAU VERITAS,Réalisation d'évaluations de conformité appliquées aux domaines Qualité - Sécurité - Environnement,Entreprise,,6316,,Opérationnel,2014,16054.0,370.0,0.0,2011.0,Non,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/196/back/bilans
202,Caisse d'Epargne Lorraine Champagne-Ardenne,"La Caisse d'Epargne et de Prévoyance de Lorraine Champagne-Ardenne a pour objet toutes opérations de banque, de services d’investissement et d’intermédiation d’assurance effectuées avec ses sociétaires, les sociétaires des Sociétés Locales d’Epargne qui lui sont affiliées et avec les tiers.",Entreprise,,2224,,Opérationnel,2014,1267.0,1165.0,14769.0,2011.0,Oui,,1267.0,1165.0,14769.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/202/back/bilans
203,MAIF,Assureur personnes physiques et associations et collectivité pour l'habitation et l'automobile + épargne,Entreprise,,7500,,Opérationnel,2014,1982.99,1832.38,47581.37,2011.0,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/203/back/bilans
204,Accenture,,Entreprise,,3235,,Opérationnel,2014,,,,,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/204/back/bilans
206,Yara France,Production et vente d'engrais et production et vente de produits chimiques et gaz à usage industriel.,Entreprise,,700,,Opérationnel,2014,852527.0,6779.0,0.0,,Oui,30000.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/206/back/bilans
207,SYSTEME U Centrale Régionale Sud,Centrale d'achat alimentaire,Entreprise,,1179,,Opérationnel,2014,1670.0,1042.0,0.0,,Oui,82.0,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/207/back/bilans
208,BANQUE POPULAIRE BOURGOGNE FRANCHE COMTE,"Créées par et pour les entrepreneurs, les Banques Populaires forment aujourd’hui le 4ème réseau bancaire en France. Ce réseau compte 16 Banques Populaires régionales et deux banques à compétence nationale, le Crédit Coopératif et la CASDEN Banque Populaire. Acteur clé de l’économie régionale, la Banque Populaire soutient et encourage l’audace de tous ceux qui entreprennent. Première banque des PME et des artisans, elle est leader des prêts à la création d’entreprise. S’engager au service des pro",Entreprise,,1757,,Opérationnel,2014,1637.0,570.0,18409.0,2012.0,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/208/back/bilans
209,SYSTEME U CENTRALE REGIONALE EST,Coopérative d'achat d'approvisionnement de produits alimentaires et non alimentaires,Entreprise,,1204,,Opérationnel,2014,1266.9750000000001,1170.128,0.0,2011.0,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/209/back/bilans
210,METRO France,Libre service de gros réservé aux professionnels,Entreprise,,9500,,Opérationnel,2014,34841.0,8830.0,0.0,2011.0,Oui,,1791.0,830.0,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/210/back/bilans
211,FLEXI FRANCE,"Activité de design, fabrication et fourniture de produits flexibles de haute technologie pour l’industrie pétrolière « offshore »",Entreprise,,1235,,Financier,2014,2066.0,374.0,95444.0,2010.0,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/211/back/bilans
212,LC FRANCE,ACTIVITES DE CENTRES D'APPELS,Entreprise,,2500,,Opérationnel,2014,320.0,170.0,30.0,,Oui,0.0,,,0.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/212/back/bilans
213,GIE AXA,"AXA a choisi d’héberger ses fonctions centrales dans un groupement d’intérêt économique (GIE). Un GIE est, en France, un groupement qui permet à ses membres de mettre en commun certaines de leurs activités afin de développer, améliorer ou accroître les résultats de celles-ci tout en conservant leur individualité.",Entreprise,,738,,Opérationnel,2014,497.895637,436.28,4134.74,,Oui,,,,102.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/213/back/bilans
214,CLERDIS SAS,"Hypermarché sous l’enseigne E.LECLERC (distributeur à dominante alimentaire) qui se place au niveau du consommateur final, en aval des fournisseurs.null",Entreprise,,660,,Opérationnel,2014,2594.0,624.0,0.0,2011.0,Non,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/214/back/bilans
215,Société par Actions Simplifiée (S.A.S) SPIE Sud-Ouest,"Leader européen indépendant des services multi-techniques dans les domaines de l’énergie et des communications, SPIE accompagne ses clients dans la conception, la réalisation, l’exploitation et la maintenance d’installations économes en énergie et respectueuses de l’environnement à travers quatre marchés stratégiques : Smart City, E-fficient buildings, Energies, et Industry services.",Entreprise,,2720,,Opérationnel,2014,,,,,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/215/back/bilans
220,Caisse d'Épargne Provence-Alpes-Corse,"Banque, assurance et autres intermédiations bancaires",Entreprise,,2774,,Opérationnel,2014,871.0,1855.0,10485.0,,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/220/back/bilans
221,Centre Hospitalier Départemental de Vendée,Etablissement public de santé,Etablissement public,,3500,,Opérationnel,2014,,,,,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/221/back/bilans
222,Inter Mutuelles Assistance,"Le Groupe IMA conçoit, assemble et met en œuvre des solutions d’assistance adaptées aux actionnaires et aux clients qui utilisent ses services.
De l’assistance d’urgence à l’accompagnement dans la durée de ses bénéficiaires, IMA propose une offre complète dans les domaines de l’automobile, du déplacement, du voyage, de l’habitation, de la santé, des services à la personne, de la mobilité internationale, du conseil et de la relation client.",Entreprise,,1302,,Opérationnel,2014,472.0,293.0,204.0,2011.0,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/222/back/bilans
223,CAISSE D'EPARGNE LOIRE DROME ARDECHE,Banque et assurances,Entreprise,,1180,,Opérationnel,2014,578.0,375.0,9174.0,2011.0,Oui,,578.0,375.0,9174.0,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/223/back/bilans
226,Bayer HealthCare SAS,Bayer HealthCare SAS est le pilier santé du groupe Bayer en France.,Entreprise,,1285,,Opérationnel,2014,5150.0,390.0,4758.0,2011.0,Oui,,,,,Non,http://www.bilans-ges.ademe.fr/fr/bilanenligne/detail/index/idElement/226/back/bilans
